vehicle_id,start_ts,end_ts,ignition_state,level_diff
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-11 12:52:11.034000+05:30,2023-01-11 13:06:56.011000+05:30,ignitionoff,8.299999999999997
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-11 13:09:57.002000+05:30,2023-01-11 13:47:30.020000+05:30,ignitionoff,15.599999999999994
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-12 05:59:31.002000+05:30,2023-01-12 07:24:49.011000+05:30,ignitionoff,22.700000000000003
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-12 12:22:54.011000+05:30,2023-01-12 12:39:24.002000+05:30,ignitionon,14.5
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-12 12:39:24.002000+05:30,2023-01-12 12:44:50.026000+05:30,ignitionoff,5.800000000000001
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-12 12:47:03.012000+05:30,2023-01-12 13:26:18.029000+05:30,ignitionoff,36.900000000000006
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-12 13:27:52.002000+05:30,2023-01-12 14:28:02.029000+05:30,ignitionoff,25.799999999999997
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-14 11:54:56.029000+05:30,2023-01-14 12:03:17.002000+05:30,ignitionon,7.5
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-14 12:17:03.002000+05:30,2023-01-14 13:27:04.029000+05:30,ignitionoff,64.7
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-15 09:57:49.002000+05:30,2023-01-15 10:09:29.029000+05:30,ignitionoff,9.800000000000004
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-15 10:09:29.029000+05:30,2023-01-15 10:19:14.002000+05:30,ignitionon,9.0
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-15 10:21:37.120000+05:30,2023-01-15 10:38:46.520000+05:30,ignitionoff,12.5
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-15 15:14:52.150000+05:30,2023-01-15 15:47:33.166000+05:30,ignitionoff,38.400000000000006
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-16 04:09:49.039000+05:30,2023-01-16 05:08:10.199000+05:30,ignitionoff,46.300000000000004
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-16 05:11:59.229000+05:30,2023-01-16 06:20:18.127000+05:30,ignitionoff,19.299999999999997
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-17 04:12:51.002000+05:30,2023-01-17 04:32:44.029000+05:30,ignitionoff,11.399999999999991
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-17 04:32:50.033000+05:30,2023-01-17 05:12:47.029000+05:30,ignitionoff,18.10000000000001
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-17 05:15:53.002000+05:30,2023-01-17 05:35:13.020000+05:30,ignitionoff,7.900000000000006
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-17 05:35:23.025000+05:30,2023-01-17 06:05:15.029000+05:30,ignitionoff,6.699999999999989
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-17 14:23:38.049000+05:30,2023-01-17 14:31:01.006000+05:30,ignitionon,9.0
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-17 14:33:24.010000+05:30,2023-01-17 14:59:51.011000+05:30,ignitionoff,32.2
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-18 07:17:34.169000+05:30,2023-01-18 07:54:42.196000+05:30,ignitionoff,39.6
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-18 07:54:42.196000+05:30,2023-01-18 08:05:10.219000+05:30,ignitionon,7.900000000000006
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-18 08:05:10.219000+05:30,2023-01-18 08:16:53.230000+05:30,ignitionoff,6.699999999999989
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-18 11:48:20.358000+05:30,2023-01-18 12:03:20.370000+05:30,ignitionoff,10.199999999999996
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-19 05:04:36.002000+05:30,2023-01-19 06:14:08.020000+05:30,ignitionoff,54.5
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-19 12:47:40.002000+05:30,2023-01-19 14:47:35.020000+05:30,ignitionoff,86.7
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-20 03:45:50.002000+05:30,2023-01-20 04:27:28.020000+05:30,ignitionoff,11.799999999999997
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-21 04:31:46.002000+05:30,2023-01-21 05:34:44.002000+05:30,ignitionoff,39.199999999999996
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-21 11:47:34.009000+05:30,2023-01-21 11:56:16.002000+05:30,ignitionon,7.1
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-21 11:56:16.002000+05:30,2023-01-21 12:57:32.011000+05:30,ignitionoff,54.5
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-21 13:03:13.002000+05:30,2023-01-21 13:27:11.029000+05:30,ignitionoff,12.200000000000003
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-22 07:53:55.002000+05:30,2023-01-22 08:54:20.029000+05:30,ignitionoff,43.099999999999994
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-22 08:55:01.002000+05:30,2023-01-22 09:30:16.020000+05:30,ignitionoff,15.299999999999997
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-23 03:25:25.272000+05:30,2023-01-23 05:05:47.420000+05:30,ignitionoff,79.6
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-24 04:50:25.002000+05:30,2023-01-24 05:41:10.011000+05:30,ignitionoff,51.3
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-24 05:41:56.002000+05:30,2023-01-24 06:31:04.018000+05:30,ignitionoff,23.900000000000006
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-24 13:05:53.002000+05:30,2023-01-24 14:39:03.009000+05:30,ignitionoff,75.7
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-26 07:06:09.036000+05:30,2023-01-26 07:18:11.002000+05:30,ignitionon,11.7
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-26 07:18:11.002000+05:30,2023-01-26 07:39:39.020000+05:30,ignitionoff,22.0
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-26 07:39:39.020000+05:30,2023-01-26 07:58:10.002000+05:30,ignitionon,12.900000000000006
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-26 08:07:18.002000+05:30,2023-01-26 09:03:07.025000+05:30,ignitionoff,20.0
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-27 06:16:23.002000+05:30,2023-01-27 07:15:50.018000+05:30,ignitionoff,29.4
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-27 13:40:29.002000+05:30,2023-01-27 13:51:18.011000+05:30,ignitionoff,11.7
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-27 13:53:11.002000+05:30,2023-01-27 15:13:04.020000+05:30,ignitionoff,62.300000000000004
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-28 07:57:38.005000+05:30,2023-01-28 09:03:06.011000+05:30,ignitionoff,25.5
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-28 17:46:06.002000+05:30,2023-01-28 18:08:50.004000+05:30,ignitionoff,23.200000000000003
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-29 06:55:56.002000+05:30,2023-01-29 07:59:29.013000+05:30,ignitionoff,49.8
56d8ca94-9b18-41d1-831f-7afd905326d4,2023-01-29 08:01:00.002000+05:30,2023-01-29 08:27:18.040000+05:30,ignitionoff,11.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-04 22:45:01.029000+05:30,2021-09-06 01:52:38.002000+05:30,ignitionon,53.8
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-07 09:57:07.011000+05:30,2021-09-08 00:45:57.020000+05:30,ignitionoff,24.799999999999997
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-13 08:38:52.002000+05:30,2021-09-14 08:38:39.002000+05:30,ignitionon,52.6
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-14 15:52:42.002000+05:30,2021-09-14 17:31:02.029000+05:30,ignitionoff,42.7
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-15 02:49:40.011000+05:30,2021-09-15 21:27:56.002000+05:30,ignitionon,29.900000000000006
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-21 21:15:50.068000+05:30,2021-09-21 21:53:42.216000+05:30,ignitionon,30.999999999999993
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 06:55:55.117000+05:30,2021-09-22 07:31:26.153000+05:30,ignitionon,36.4
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 21:45:46.005000+05:30,2021-09-22 22:15:07.002000+05:30,ignitionon,17.700000000000003
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 22:40:22.002000+05:30,2021-09-22 23:30:17.029000+05:30,ignitionoff,20.799999999999997
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 23:53:23.029000+05:30,2021-09-22 23:58:43.002000+05:30,ignitionon,31.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 03:56:59.233000+05:30,2021-09-23 04:00:28.020000+05:30,ignitionoff,42.8
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 05:18:20.006000+05:30,2021-09-23 05:43:59.002000+05:30,ignitionon,22.800000000000004
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 20:49:12.029000+05:30,2021-09-23 21:40:36.002000+05:30,ignitionon,55.3
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-24 02:49:28.048000+05:30,2021-09-24 03:10:34.002000+05:30,ignitionon,19.699999999999996
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-24 20:57:26.011000+05:30,2021-09-24 21:33:25.002000+05:30,ignitionon,29.799999999999997
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 06:23:50.012000+05:30,2021-09-25 07:01:28.039000+05:30,ignitionon,41.60000000000001
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 07:01:41.045000+05:30,2021-09-25 07:14:22.002000+05:30,ignitionon,7.3999999999999915
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 21:24:26.011000+05:30,2021-09-25 22:11:42.002000+05:30,ignitionon,35.300000000000004
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 01:07:27.020000+05:30,2021-09-26 01:52:04.002000+05:30,ignitionon,38.800000000000004
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 06:29:58.013000+05:30,2021-09-26 07:08:56.002000+05:30,ignitionon,39.6
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 21:36:29.013000+05:30,2021-09-26 22:11:05.002000+05:30,ignitionon,29.10000000000001
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-27 01:41:18.008000+05:30,2021-09-27 02:23:09.002000+05:30,ignitionon,47.4
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-27 02:23:24.010000+05:30,2021-09-27 02:43:04.002000+05:30,ignitionon,11.799999999999997
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-28 21:03:04.025000+05:30,2021-09-28 21:54:16.004000+05:30,ignitionon,69.9
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-29 20:05:46.011000+05:30,2021-09-29 21:01:31.188000+05:30,ignitionon,36.8
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-01 20:43:55.002000+05:30,2021-10-01 21:00:48.011000+05:30,ignitionoff,35.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 01:45:39.011000+05:30,2021-10-02 02:21:23.002000+05:30,ignitionon,34.900000000000006
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 06:12:42.099000+05:30,2021-10-02 06:54:19.002000+05:30,ignitionon,44.300000000000004
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 06:54:37.010000+05:30,2021-10-02 07:08:03.002000+05:30,ignitionon,5.099999999999994
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 20:52:46.029000+05:30,2021-10-02 21:42:04.002000+05:30,ignitionon,41.199999999999996
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 08:21:53.035000+05:30,2021-10-03 08:23:03.002000+05:30,ignitionon,28.700000000000003
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 21:26:22.007000+05:30,2021-10-03 21:56:31.002000+05:30,ignitionon,30.999999999999993
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 21:56:43.008000+05:30,2021-10-03 22:10:07.040000+05:30,ignitionon,9.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-04 21:23:28.029000+05:30,2021-10-04 21:30:44.002000+05:30,ignitionon,9.400000000000006
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-04 21:30:47.005000+05:30,2021-10-04 21:51:22.002000+05:30,ignitionon,8.599999999999994
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-06 08:38:34.020000+05:30,2021-10-06 09:25:02.002000+05:30,ignitionon,37.199999999999996
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 05:24:07.009000+05:30,2021-10-07 06:04:26.002000+05:30,ignitionon,35.699999999999996
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 21:17:24.038000+05:30,2021-10-07 21:41:20.002000+05:30,ignitionon,12.200000000000003
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-08 04:56:41.007000+05:30,2021-10-08 05:35:45.002000+05:30,ignitionon,28.199999999999996
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 02:41:58.019000+05:30,2021-10-09 03:38:49.002000+05:30,ignitionon,54.9
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 21:44:00.002000+05:30,2021-10-09 22:33:50.002000+05:30,ignitionon,35.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-10 20:53:44.007000+05:30,2021-10-10 21:42:51.002000+05:30,ignitionon,33.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-11 00:51:44.026000+05:30,2021-10-11 01:34:17.002000+05:30,ignitionon,38.4
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-11 04:30:44.002000+05:30,2021-10-11 06:50:46.002000+05:30,ignitionon,65.5
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-11 20:55:35.011000+05:30,2021-10-11 21:59:34.002000+05:30,ignitionon,59.2
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 00:48:16.029000+05:30,2021-10-12 01:11:51.002000+05:30,ignitionon,24.299999999999997
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 04:02:36.029000+05:30,2021-10-12 04:18:42.002000+05:30,ignitionon,23.099999999999998
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 07:42:11.033000+05:30,2021-10-12 07:59:40.002000+05:30,ignitionon,17.699999999999996
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 19:16:54.002000+05:30,2021-10-12 19:35:04.035000+05:30,ignitionoff,43.6
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 19:47:18.011000+05:30,2021-10-12 20:16:28.002000+05:30,ignitionon,14.5
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 20:16:28.002000+05:30,2021-10-12 20:29:56.025000+05:30,ignitionoff,7.400000000000006
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-13 20:50:29.029000+05:30,2021-10-13 21:48:22.002000+05:30,ignitionon,40.7
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-13 21:56:27.033000+05:30,2021-10-13 23:18:24.002000+05:30,ignitionon,20.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-15 00:38:39.020000+05:30,2021-10-15 01:30:36.002000+05:30,ignitionon,43.2
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-16 09:36:25.011000+05:30,2021-10-16 10:00:11.002000+05:30,ignitionon,29.4
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-17 03:47:41.031000+05:30,2021-10-17 04:27:09.002000+05:30,ignitionon,34.099999999999994
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-17 21:50:42.011000+05:30,2021-10-17 22:12:40.002000+05:30,ignitionon,11.299999999999997
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-17 22:12:40.002000+05:30,2021-10-17 23:05:55.017000+05:30,ignitionoff,24.400000000000006
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-18 06:03:27.029000+05:30,2021-10-18 06:44:17.002000+05:30,ignitionon,42.699999999999996
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-18 20:51:39.020000+05:30,2021-10-18 21:47:12.002000+05:30,ignitionon,38.900000000000006
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-19 04:49:29.064000+05:30,2021-10-19 05:16:49.203000+05:30,ignitionon,17.599999999999994
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-19 09:08:28.002000+05:30,2021-10-19 20:48:54.002000+05:30,ignitionon,41.6
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-19 21:05:57.013000+05:30,2021-10-19 21:52:05.007000+05:30,ignitionon,29.4
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-20 00:57:45.029000+05:30,2021-10-20 01:36:34.002000+05:30,ignitionon,29.39999999999999
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-20 07:27:30.008000+05:30,2021-10-20 18:05:42.002000+05:30,ignitionon,70.6
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-20 18:19:39.031000+05:30,2021-10-20 19:21:19.002000+05:30,ignitionon,58.1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-21 01:08:30.002000+05:30,2021-10-21 01:33:27.020000+05:30,ignitionoff,51.4
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-21 02:36:12.029000+05:30,2021-10-21 03:31:46.002000+05:30,ignitionon,56.9
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-21 18:59:57.002000+05:30,2021-10-21 19:47:57.002000+05:30,ignitionon,40.39999999999999
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-21 22:44:31.007000+05:30,2021-10-21 23:37:20.002000+05:30,ignitionon,44.3
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-22 02:11:08.002000+05:30,2021-10-22 03:26:56.020000+05:30,ignitionoff,34.2
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-22 19:03:06.087000+05:30,2021-10-22 20:58:28.042000+05:30,ignitionoff,31.300000000000004
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-23 00:44:29.041000+05:30,2021-10-23 01:27:22.061000+05:30,ignitionon,42.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-23 06:36:52.013000+05:30,2021-10-23 06:57:17.002000+05:30,ignitionon,20.700000000000003
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-23 09:09:30.079000+05:30,2021-10-23 09:38:02.002000+05:30,ignitionon,28.199999999999996
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-23 21:00:17.029000+05:30,2021-10-23 21:36:59.002000+05:30,ignitionon,27.39999999999999
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-24 03:08:38.029000+05:30,2021-10-24 03:37:10.002000+05:30,ignitionon,29.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-24 04:21:42.029000+05:30,2021-10-24 08:36:55.002000+05:30,ignitionon,12.499999999999993
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-24 21:34:47.011000+05:30,2021-10-24 22:09:48.002000+05:30,ignitionon,25.10000000000001
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-24 22:09:59.008000+05:30,2021-10-24 22:24:17.002000+05:30,ignitionon,7.099999999999994
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-24 23:54:00.020000+05:30,2021-10-25 00:41:09.002000+05:30,ignitionon,37.599999999999994
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-25 06:02:22.002000+05:30,2021-10-25 06:43:22.002000+05:30,ignitionon,27.1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-25 06:43:22.002000+05:30,2021-10-25 07:18:11.011000+05:30,ignitionoff,20.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-25 18:43:36.002000+05:30,2021-10-25 19:30:31.002000+05:30,ignitionon,28.199999999999996
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-26 04:54:55.002000+05:30,2021-10-26 05:29:31.002000+05:30,ignitionon,31.300000000000004
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-26 18:54:32.038000+05:30,2021-10-26 19:49:45.002000+05:30,ignitionon,39.3
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-26 23:22:20.012000+05:30,2021-10-26 23:56:57.053000+05:30,ignitionon,21.5
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-27 20:47:46.011000+05:30,2021-10-27 21:25:17.002000+05:30,ignitionon,21.200000000000003
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-28 07:58:19.019000+05:30,2021-10-28 08:38:51.002000+05:30,ignitionon,41.2
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-28 18:58:02.020000+05:30,2021-10-28 19:01:30.002000+05:30,ignitionon,43.900000000000006
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-28 21:40:28.011000+05:30,2021-10-28 22:23:54.002000+05:30,ignitionon,30.9
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-29 18:50:40.020000+05:30,2021-10-29 19:42:14.002000+05:30,ignitionon,45.9
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-29 20:54:07.028000+05:30,2021-10-29 21:03:07.002000+05:30,ignitionon,7.799999999999997
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-29 21:03:22.009000+05:30,2021-10-29 21:19:30.002000+05:30,ignitionon,11.0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-30 04:52:39.011000+05:30,2021-10-30 05:09:26.002000+05:30,ignitionon,21.599999999999994
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-30 05:31:33.002000+05:30,2021-10-30 06:18:49.011000+05:30,ignitionoff,25.099999999999994
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-30 07:25:55.011000+05:30,2021-10-30 07:46:47.002000+05:30,ignitionon,17.6
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-30 07:46:57.008000+05:30,2021-10-30 07:57:04.061000+05:30,ignitionon,5.8999999999999915
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-30 20:37:27.020000+05:30,2021-10-30 21:28:16.002000+05:30,ignitionon,44.4
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-30 22:47:43.002000+05:30,2021-10-30 22:49:42.020000+05:30,ignitionoff,27.000000000000007
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-30 23:44:19.002000+05:30,2021-10-31 00:47:43.011000+05:30,ignitionoff,35.7
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-31 06:34:35.288000+05:30,2021-10-31 07:21:05.373000+05:30,ignitionon,45.10000000000001
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-31 09:22:11.020000+05:30,2021-10-31 09:42:30.002000+05:30,ignitionon,17.6
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-31 21:00:09.010000+05:30,2021-10-31 21:49:33.002000+05:30,ignitionon,41.6
